artTitle,artDate,artTime,artUrl,artPoster,artCat,commentNum,push,boo,sentence
Re:[問卦]再講塔綠班就不好笑囉,2021/09/06,07:45:35,https://www.ptt.cc/bbs/Gossiping/M.1630914343.A.870.html,skyHuan,Gossiping,19,10,3,"欸欸

前陣子小妹我突然收到一封站內信

那個人在信裡問：可以幫妳慰慰嗎？

小妹我非常困惑，因為跟這個id無冤無仇的

小妹應該也算滿少在ptt發文的，不懂何時招惹到這位大大無緣無故被這樣騷擾

甚至三年前小妹的弟弟快生日前，剛好在西斯板看到飛機杯抽獎文就留言幫弟弟抽

結果這位大大也去肉搜出來，問小妹抽飛機杯幹嘛，真的超問號^^

想問一下，如果無緣無故這樣亂站內搜擾妹子會發生甚麼事嗎？

還是這在ptt是常態呢？小妹第一次遇到，當時我真的害怕極了呢^^"
[問卦]染疫幼童案可節制平民階級複製嗎？,2021/09/06,08:00:46,https://www.ptt.cc/bbs/Gossiping/M.1630915248.A.82F.html,smileboy2016,Gossiping,6,1,0,"台灣政商名流金字塔頂層幼童怎可能染疫

這次感染皆是振振有辭「下班回到家有親生兒女喊爸爸媽媽回來了很舒壓」那些可怕自私仔

你看看你

吃飽換餓

這次平民幼童染疫能否節制底層民眾階級複製的浪漫慾望呢

未來台灣就是個瘴癘與缺水電低薪過勞犯罪滿城盡帶塔綠班英許之地

平民現在生小孩=比殺人還罪惡

想到台灣到目前每年還有上萬名新生兒就覺得還是一堆人心存僥倖！

好好當單身貴族不要害人害己好嗎？

那麼想生小孩去西台灣習包子之城羞幹啦




-
Sent from JPTT on my iPhone
"
Re:[問卦]為什麼八卦版一堆中國消息？,2021/09/06,08:18:06,https://www.ptt.cc/bbs/Gossiping/M.1630916288.A.334.html,fidelity77,Gossiping,9,3,0,"以前藍營執政
貼中國新聞
塔綠班粉噓文：他國事務

現在貼中國新聞
路人：他國事務
塔綠班粉：幹嘛，你心疼中國喔

大概是這樣子
以前的他國事物
突然變成不行不關注的事
"
[問卦]為什麼大家都要噓外籍油土伯,2021/09/06,08:56:19,https://www.ptt.cc/bbs/Gossiping/M.1630918581.A.B01.html,tank123zzz,Gossiping,7,3,0,"如題
是我的話一定也會想辦法逃離這個被塔綠班統治的垃圾地方啊
政權&利益優先於防疫的政府
能逃誰不逃啦

而且回去的理由你知我知
但就是不能明講
這不是一個正常人都會做的場面話嗎

還是大家只是忌妒別人有可以回去的地方
而我們這些小小韭菜只能乖乖等死呢

-
Sent from JPTT on my Sony XQ-AU52.
"
[新聞]張亞中到民進黨中央「送瘟神」用關刀砍三,2021/09/06,09:13:17,https://www.ptt.cc/bbs/Gossiping/M.1630919602.A.F9F.html,meredith001,Gossiping,374,191,56,"備註請放最後面 違者新聞文章刪除

1.媒體來源:
聯合

2.記者署名:
2021-09-06 14:20 聯合報 / 記者劉宛琳／即時報導

3.完整新聞標題:
張亞中到民進黨中央「送瘟神」用關刀砍三次再獻花獻果

4.完整新聞內文:
國民黨主席候選人張亞中今天率眾到民進黨中央前作法，他作勢用關刀三度砍向民進黨中
央，再獻花、獻果、宣讀疏文，完成「送瘟神」儀式。張亞中表示，民進黨天天製造仇恨
，讓兩岸快打仗，不是瘟神是什麼？「妳希望妳的男朋友去打仗嗎？」盼把瘟神送走後，
還台灣一個光明的未來。

張亞中帶著多名被後貼著「瘟」和「民進黨官員頭像」的同仁，分別扮演蔡英文總統、行
政院長蘇貞昌、衛福部長陳時中等人，跪在張亞中面前。張亞中對著他們說，「各位瘟神
，我送你們到地府，是為了保台灣的平安，希望你們重新投胎為社會做良善的事情，不要
再出來危害人民」。

不過，由於張亞中沒有申請路權，現場警方也拿著大聲公對張喊話，強調張亞中未經許可
在此地舉行集會，已經違反集會遊行法，第一次舉牌警告，要求立即解散。

張亞中現場受訪表示，今天鬼門關，他要透過七月的民俗活動表達老百姓的心聲。這幾個
月來台灣受疫情之苦，老百姓苦不堪言，但民進黨疫苗政策枉死1000多個不該死掉的人民
，他要透過民間習俗警告蔡政權，老天、鬼神在看，不要做一些草菅人命、泯滅人性的事
，盼給蔡政府當頭棒喝。

媒體詢問張，今天打民進黨瘟神，而國民黨內有瘟神嗎？張亞中說，一個社會，大家都有
共業，但今天執政的是民進黨，他們草菅人命不是瘟神是什麼？但也很遺憾國民黨作為在
野黨力有未逮，這也是為何他要參選主席，他當選後要追打蔡政權禍國殃民的惡行，相信
全台灣老百姓都會支持。

張亞中說，民進黨天天製造仇恨，讓兩岸快打仗，「妳希望妳的男朋友去打仗嗎？你希望
你的兒子去上戰場嗎？」一個要挑起兩岸戰場的政黨，不是瘟神是什麼？把瘟神送走後，
還台灣一個光明的未來，「民進黨不倒，台灣不會好！」

5.完整新聞連結 (或短網址):
https://udn.com/news/story/122404/5725579
6.備註:
「民進黨不倒，台灣不會好！」  張校長果然是本次黨主席選舉唯一敢說真話的

句句都把我八卦版柯韓粉的內心話完完全全的說了出來

唯一支持張亞中 2022教訓萬惡塔綠斑
https://i.imgur.com/ZmrK405.jpg"
Re:[爆卦]18-22歲可同時選AZ和BNT,2021/09/06,09:36:52,https://www.ptt.cc/bbs/Gossiping/M.1630921014.A.930.html,ndb21139,Gossiping,13,5,0,"青少年學生將施打BNT！林氏璧反對：現階段不贊成
https://newtalk.tw/news/view/2021-09-06/631878
大家再不出來連署請記者幫忙問，真的會讓政策買票成功，時鐘真的會給你裝傻說講了就
不改了，媽的那你原本宣布的前三天的長幼有序呢

本來就沒有理由先打了，搞了個政治衡平性，現在有az選了，然後你還不修正錯誤決策把
bnt改回來，而且重點！！！！時鐘不可能不知道這幾天會來az，我勉強認同az可以照順
序開下去az，但bnt300多萬人沒有一開始不登記耶，結果你搞個插隊，你這決策讓苦等的
民眾不爽，讓18-22成為箭靶幹什麼呢？他們也有想打az的呢？

挑疫苗就是要等啊！！啊，18-22不用等

挑疫苗就要等的要不要去跟大學生說？

一人一推吧，爆了記者會重視問問題，你不爭取自己的權益就是讓塔綠班自己搞
今天有記者問az開放後，bnt改回一開始說好的長幼有序嗎？
有的話時鐘還是這樣幹，真的會很灰心，什麼都做不了，在學生參加太陽花時以為自己可
以改變些什麼,沒想到幾年後出社會看著知道是反科學政治操作的事卻無能為力....."
[問卦]塔綠班過氣了對吧？,2021/09/06,10:03:02,https://www.ptt.cc/bbs/Gossiping/M.1630922584.A.C3A.html,e1447e,Gossiping,177,105,5,"前陣子大家玩梗玩得很開心
塔綠班宇宙相關詞彙一個一個出來
但剛剛搜尋一下
今天不到十篇文

所以塔綠班就這樣過氣了對吧？
有卦嗎？
-
Sent from JPTT on my iPhone
"
Re:[新聞]快訊／張鈞甯駁斥台獨！「堅定認同自己,2021/09/06,10:06:55,https://www.ptt.cc/bbs/Gossiping/M.1630922817.A.109.html,sungastill,Gossiping,23,3,4,"一堆人高潮三小
還要人家換國籍
幹你中華民國就是中國
這最愛嘴台獨的3Q哥都公開認證了
https://youtu.be/b9CPopY5P6M?t=98
Republic of China
英文看不懂程度太差是不是？
中文再看不懂那就不是笨的問題了
塔綠班整天洗版
中華民國不是中國
中華民國台灣不是中國台灣
英文、中文不及格
連邏輯都整組壞掉
果然菸和華神力無邊
唸句阿拉花媽保平安

對了騙神學士別來出征
拎杯住在聖地邁家
一切都很暖！
指
的?
不
絕
！
員
和
論
甯"
Re:[問卦]七十八年次該打高端嗎？,2021/09/06,10:17:30,https://www.ptt.cc/bbs/Gossiping/M.1630923458.A.72B.html,Arthur4f,Gossiping,7,2,1,"既然都說認真問卦了

因為最近大家真的太賭爛塔綠班了，推文一定很多 推你先寫遺囑再打高端之類的


以下認真回答

只要你以目前現有正確的資訊思考後，想打哪一種疫苗都是可以的

打BNT、AZ、莫德納、高端 都不該被罵。

打任何疫苗都有可能會 GG

只是因為高端的保護力無法證明(時鐘認證)，

然後塔綠班 又傾盡國家政府以及黨的資源

來推銷這一個""私人企業""的產品

讓大家覺得噁心。


只要你清楚
打高端不等於愛國，頂多只是支持高端這家私人企業
打國際認證疫苗(BNT、AZ、莫德納) 不等於不愛國。

就算打完之後 八卦-1 ，你也死得其所阿。


並且以後 好不容易有機會或是有點錢可以出國

發現我們國家過EUA的疫苗裡，有一款疫苗其他國家都不承認

而剛好你打的就是這款

別人出國輕鬆，你要一堆程序的時候，不要靠北殺小的

這樣就好。






啊!  對了，

我77年次，我預約了9/9打 AZ 。"
[問卦]塔綠班要戴什麼顏色的帽子？,2021/09/06,10:17:57,https://www.ptt.cc/bbs/Gossiping/M.1630923479.A.9F3.html,JC910,Gossiping,11,5,0,"我朋友塔綠班聖蟑士啦
他最近在找一定遮陽帽
問我那種顏色比較適合
我很想直接跟他說綠色
可是綠帽有不好的喻意
版上有鄉民能幫我想想
那種顏色比較適合他嗎
"
Re:[新聞]民調下滑！柯文哲：新聞操作認知作戰　被抹黑也束手無,2021/09/06,11:00:40,https://www.ptt.cc/bbs/Gossiping/M.1630926042.A.0F8.html,senma,Gossiping,23,11,3,"不是吧

八卦板聲量明明是柯獨佔鰲頭

任何敢酸柯的文都被噓爆

挺柯文必推爆

陳屍中被幹到飛天

更別說最近塔綠班梗洗好洗滿

怎麼可能民調下滑

一定是側翼民調不準啦"
[新聞]藍營愛講「塔綠班」！他1句話酸：藍紅共,2021/09/06,11:11:15,https://www.ptt.cc/bbs/Gossiping/M.1630926678.A.85A.html,tudou5566,Gossiping,322,45,189,"備註請放最後面 違者新聞文章刪除

1.媒體來源:
民視

2.記者署名:
政治中心／徐詩詠報導

3.完整新聞標題:
藍營愛講「塔綠班」！他1句話酸：藍紅共識

4.完整新聞內文:
27
民視新聞網
2021年9月5日 週日 下午4:48·2 分鐘 (閱讀時間)

政治中心／徐詩詠報導

激進組織塔利班日前攻佔阿富汗成為熱門話題，，名嘴朱學恒日前在臉書上PO出一張「塔
綠班」的T-shirt引發話題；對此，駐德代表謝志偉在社群上評論此事，點出這就是「國
內外聯手，鬥爭政府」的行徑，稱藍紅的交集就是以「反台獨」之名「反台灣」、「挺中
國」。

謝志偉認為整件事情必須從「藍紅的交集就是以『反台獨』之名『反台灣』、『挺中國』
。看他們兩邊聯手國內外鬥爭綠營政府」這個源頭看起；並進一步在臉書寫下「把塔利班
套在綠營頭上，稱之為『塔綠班』，然後沾沾自喜，其實有一種當年國民黨既然已經以軍
警情特抓耙仔之『神學士』途徑全面恐怖統治台灣人的情況下，卻仍須持續污衊「台獨」
為「台毒」的悲涼根底」。

謝志偉認為，在解嚴超過三十年的今天，早已「氣虛」的藍營雖然不得不承認其當年的「
獨裁」確實是「罪過」- 他們會套用「綠色恐怖」和「綠色戒嚴」就是證據，卻依舊淪落
到必須藉重當年將他們趕到台灣的紅營之氣勢來繼續「反台獨」。他點出整件事情操作的
關鍵，稱藍營一再犯同樣的錯，正是一種希望透過「重覆」來自我催眠成「正確」的心理
防衛機制。謝志偉說，現成的例子就有一個：朱學恒送花籃。

謝志偉解釋，朱送「喪禮花籃」到衞福部的荒謬行徑受到各界撻伐之後，依舊死不認錯，
開始一而再地幾乎是無法自制地到處送花籃。他肖想的是，重覆一再地送花籃，可以中性
化「送喪禮花籃詛咒衞福部」這件事的「錯誤」。大概心理上已達自我催眠的效果。他認
為整個新舊、老少藍營如果不能承認 ，其當年的「反台獨」之惡行是「喪盡天良的迫害
人權」，今日與中國的紅營「反台獨」是不可能透過「重複犯錯」達到「行為正確」的結
果的。文末指出，藍營直接認錯，可能會比較實際。

5.完整新聞連結 (或短網址):
https://reurl.cc/emv7ZK
6.備註:
不意外，連侯漢廷的助理都可以推爆

八卦版早已被藍紅化，跟yahoo、LINE today 一樣
"
Re:[新聞]藍營愛講「塔綠班」！他1句話酸：藍紅共,2021/09/06,11:21:34,https://www.ptt.cc/bbs/Gossiping/M.1630927297.A.E0E.html,damm,Gossiping,21,8,4,"幹你娘的這咖小

BNT是不是德國的??操你媽的BNT要用到上海復興授權大中華區，
你他媽的駐德代表喪權辱國，你在這邊講紅藍幹話???
要你這駐德代表幹甚麼??

甚麼能力都沒有，搞到人命都出來了，
還來靠悲說難道政府一點功勞都沒有??這麼不知恥也就算了，
https://www.bcc.com.tw/newsView.7110245
你他媽的就躲起來就好了，沒有人會想到你，
你他媽的現在還來講藍紅，台獨??

操你媽的執政團隊都是一群低級的人物是不是???
還是他媽的鬼島就是一群智商有問題的人，所以才會拼命喊台獨，
表示智商與眾不同??
外語學院院長欸"
Re:[新聞]本土病例暴增9例全在新北市「8位是幼童,2021/09/06,11:36:36,https://www.ptt.cc/bbs/Gossiping/M.1630928199.A.EA1.html,blue999,Gossiping,27,12,1,"這回到三級比較好吧?  怎麼都沒什麼升級的感覺

塔綠班該不會想要放推了吧??   雖然綠共高官 幾乎都打了國外的好疫苗兩劑

可能覺得沒差?

但台灣很多年輕韭菜連一劑都沒打內....


寧願超前部屬， 也不要回到以前  染疫四五百人的時候

小朋友 回到家搞不好 又傳然給大人， 大人又要上班， 這其實蠻嚴重的
"
[問卦]塔綠班~最愛抹黑抹紅愛造謠還有愛台灣,2021/09/06,11:39:12,https://www.ptt.cc/bbs/Gossiping/M.1630928357.A.FC3.html,miloskyman,Gossiping,3,0,1,"抹黑

影射的

殺傷力是

最大最有效

你的台灣價值有多少我愛台灣你不愛台灣

中共同路人

科興國藥

你們打

嘻嘻

-           去謗佛~~小孬孬
"
[新聞]以色列準備第4劑！30歲台男怨「還是第0劑,2021/09/06,11:45:00,https://www.ptt.cc/bbs/Gossiping/M.1630928702.A.2EF.html,armorblocks,Gossiping,104,25,25,"1.媒體來源:

ETtoday

2.記者署名:

林彥臣

3.完整新聞標題:

以色列準備第4劑！30歲台男怨「還是第0劑」　網噓爆：不登記怪誰

4.完整新聞內文:
https://imgur.com/b1N2uME
有30幾歲的網友在PTT上抱怨自己還是第0劑，但事實上30歲左右年齡層早已開放接種。




全球疫苗接種率最高的以色列，疫情還是持續大爆發，現在正在規劃全民接種第4劑的計
畫，對此卻有一位自稱30幾歲的網友在PTT發文表示，到現在還是第0劑，抱怨自己被政府
放生。但事實上，台灣30歲左右年齡層在近日早已陸續接種，相關言論被網友罵爆表示，
「自己不登記怪誰」。


原PO發文表示，以色列準備打第4劑，他現在還在0劑，30幾歲真的被放生了，不要跟說高
端可以打，高端連疫苗都稱不上，充實量只是半成品，林北跟大家一起都有繳稅，辛苦工
作養家的人，繳稅養官員，官員卻打好打滿，到底要怎麼罷免這垃圾政府，還是就這樣讓
政府繼續魚肉鄉民？


網友對此在推文中回應表示，「不打AZ怪誰啊」、「你一開始預約AZ不就早打到了嗎」、
「23-28不是可以登記AZ了，你還沒23？」、「讓你自由選，你還能搞到打不到疫苗笑死
」、「啊你不是要打BNT？BNT是開打了沒？」、「30歲不打高端也不打AZ再來怪政府？」
、「不想打高端可以理解，那AZ呢？」


也有網友支持原PO表示，「有政府，請死心。」、「不要太不滿」、「在我心目中也真的
是非莫不打，再等等吧」、「有得選當然挑，塔綠班還在怪民眾為何不打，怎麼不怪一個
買不到的政府」。



5.完整新聞連結 (或短網址):
https://reurl.cc/q1z49g
6.備註:


"
