text,negative,positive,type
Here is Abdul Ghani Brother Sb majorgauravarya Major Gobar Khaliya You and Endian Media Were Running Campaign That Mr Abdul Ghani SB Was Shot Died Endia Exposed Yet Again Taliban Kabul Afghanistan AbdulGhaniBaradar AhmadShahMassoud AbbaJaan Pakistan,1,0,negative
Hibatullah Akhundzada the third supreme leader of the Afghan Taliban has died in 2020 Youtube link  Taliban HibatullahAkhundzada Afghanistan COVID19 Kabul NorthernAlliance Talibans KabulAiport Panjshir PanjshirResistance ISI,1,0,negative
Highly Dangerous Missile Weapons Depot is Seized By Taliban Security Forces In Punjsher Afghanistan PanjshirValley Taliban Kabul,1,0,negative
Home Office admits evidence that its plans will reduce Channel crossings is limited,1,0,negative
Hoping to reenergize his government and push forward into a postBrexit postcovid future BorisJohnson reshuffled his cabinet Tuesday demoting the man who oversaw the chaotic exit of British citizens and Afghan allies from Kabul,1,0,negative
Hosseinniazi07 Afghanistan terror stories Pakistan accountable for WarCrimes of ISI TalibanTerrorists SaveGenocide NationalUprisingAgainstTaliban PanjshirGenocide Kabul POTUS VP NATO EUCommission UNHRC UN EmmanuelMacron RedCross Support AmrullahSaleh2 AhmadMassoud01,1,1,negative
House of a Lady Doctor was rampaged at Kandhar in Afghanistan Four members of her family were abducted An activist was flogged for participating in a protest at Kabul  UN HumanRights Chief said that Taliban has failed to fulfill its promises towards women naidunia,2,0,negative
House prices in Kabul that have been artificially inflated by the occupation the runaway corruption it fueled have started to come down Finally purchasing a home has become much more feasible for first time home owners in Afghanistan,2,0,negative
How unfortunate for Taliban They got the unprecedented victory against occupying powers and now power tussle within them will leave you nowhere Get your act together Mullah Bradar is being shunned Afghanishtan Kabul PANJSHIR taliban,1,0,negative
Huge QUESTIONMARKS on Taliban as both PMDesignate and DyPMDesignate are missing from publicview Are MullahHaibatullahAkhundzada and MullahAbdulGhaniBaradar both DEADINJURED in internalfight What is really happening in Kabul,1,0,negative
Hundreds of Displaced families who migrated to Kabul from Northern Afghanistan provinces are in urgent need of food shelter and winter fuel These families were relocated to Kabul after the fall of Northern ProvinceKabul Afghanistan,2,0,negative
Hundreds of residents of Kandahars protested in the city after the Taliban demanded that they evacuate their homes It is estimated that there are about 4000 families in the area VOApashto Kabul Afghanistan,1,0,negative
Hunger strike or something Start something serious Afghanistan Kabul CIA,1,0,negative
HussainHumaidy MJalal700 nazoanaa ImamMahdi is staying in East Khorasan He is Muhammad Qasim Everybody should read hiss dreams Quran drzakiranaik AppleEvent Haqqani Pakistan Afghanistan Taliban Kashmir Kabul CNN,1,0,negative
I believe it is as difficult to protest the local government in Tigray as it is in Kabul Afghanistan The people of Tigray are suffocated by the TPLFTerroristGroup network leadership No freedom of speech or expression PM AbiyAhmed supporters are oftentimes killed,3,2,negative
I bought this book and Shame with love in a risky situation in Kabul but the day after collapse I and my wife threw them in a water channel When I saw her face she was crying for the books,1,1,negative
I cant comprehend a world in which Afghans who risked their lives and did more to serve the US govt than most citizens are left behind The shame of this wont wash off anytime soon KBL KabulAirport KabulAirLift,2,0,negative
I condemn the Talibans attacks on women agencies peace rallies I stand firmly on the UNs call for the protection of womens rights in Afghanistan afghanistanwomen afghan kabul taliban Afghanishtan,2,2,negative
I dont know because were reviewing it Blinken said Secretary ABlinken said he doesnt know whether a US drone strike in Kabul last month killed a suspected member of the ISISK terrorist group or an Afghan aid worker and his family,3,0,negative
I hope they rename Kabul to Vice City Kabul GrandTheftAuto,1,0,negative
I miss Afghanistan badly EmrooPhotos   Afghanistan Kabul Herat Kandahar Gardez emroophotos,1,0,negative
I remained under the nose of enemies in Kabul for a long time moving around the country even managed to access the front lines directly for the latest information This was quite a surprise for US NATO They thought I was a fake individual Taliban ldr Zabihullah Mujahid,1,0,negative
I saw this kid wearingburkawith his father walking cross the street at Kabul qambar Squareit really annoyed me watching such a real scenery no matter if she wears it by interest or by others tryingthis is the living soul of the community No attention to education here,1,0,negative
I thought following this Taliban fanatic would help me understand them better But all I keep reading is the same BS about praises to Imans Mullahs and all that garbage These people have no world other than their miniscule single cell brain Afghanistan Kabul Panjshir,1,1,negative
I wonder what lies AJDelgado13 will come up with now about kabulsmallanimalrescue after PETA has confirmed that Charlotte released by usarmy,1,1,negative
ICCT A detailed and informative analysis and analogy between the fall of Mosul and the fall of Kabul The basic similarities are evident but the background is more complex requires rigorous historical context,3,0,negative
ICYMI Indian businessman Bansari Lal Arendeh who runs his shop in Kabul was abducted on September 14 by some unknown gunmen said Akali Dal leader Manjinder Sirsa Read more at Afghanistan India Taliban,1,0,negative
IMF dependent Pakistan Sinks in Afghan Blood Fueling Armed Violence destruction of Federal Elected Organs what do symbols of xtreme Bluff IMRANQureshi have to offer Afghanistan  Poverty Destitution Kabul Tehran Tajikistan Russia China Panjshir PANJSHIR,1,0,negative
ISKP ne kabul grid station pe rocket se hamla kiya Breaking news,1,0,negative
ISLAMABAD The Tehreek e Taliban Pakistan has allegedly rejected Pakistans offer for peace in a purported press release issued by a TTP spokesperson Mohammad Khorasani dated 17 September 2021 TTP Taliban Waziristan Islamabad Kabul Pakistan,1,0,negative
IamDRfaiza ImamMahdi is staying in East Khorasan He is Muhammad Qasim Everybody should read hiss dreams Quran drzakiranaik AppleEvent Haqqani Pakistani Afghanistan Taliban Kashmir Kabul CNN,1,0,negative
Ibrahim Raisi does not run Irans foreign policy Actually he does not run anything It is Ali Khamenei Supreme Leader of Iran who has been incharge since last few decades and exporting terror to all of Irans neighbours Talk to him if he listens Syria Iraq Yemen Kabul,1,0,negative
If I lived where foreign drones launched missiles at targets within my country I would resent it If innocent victims were killed I would be angry If friend or family were killed I would get revenge We are breeding new generations of terrorists Afghanistan Biden Kabul,3,0,negative
If India stupidly claims fall of Panjshir to Taliban happened due to DG ISIs visit Then why did most of Afghanistan incl Kabul fell to Taliban on 15th August when there was no one even remotely close to DG ISI present there,2,0,negative
If Taliban need International Aid to survive foreign skilld wrkrs to rstart Int airports  kabul MazareSharif den who called OfficialDGISPR to tk dwn Ghani saleh gov definitely not civilians Greed converted stable country into chaos ImranKhanPTI ran otof excuses,1,0,negative
If the Dutch foreign minister can resign over Kabul fiasco why the Sweden foreign minister Annlinde is being protected,1,1,negative
If the video of torture of woman in Kandahar with an iron rod is right Taliban is starting its savagery on women again this is unacceptable  Shame Afghanishtan AfghanWomen kabul Panjshir Kandahar afghanistanwomen taliban,1,1,negative
If there is no music in society people will suffer from illnesses Naghma said in an interview with Azadi Radio Music society Afghanistan Musican Kabul,1,0,negative
If you are an AMERICAN or US RESIDENT trapped in Afghanistan Below is information for getting help trappedAmericans StrandedAmericans Kabul Evacuation Shame on you idiots for not making this widely available JoeBiden VP SecondGentleman,3,0,negative
If youve not c this by nowtrust me yo really missing BBNajia BarcaBayern Binance Cardano coronapas COVID19 Clickbait coronapaspoort dcfc dailydose dcfcfans gntmgr giveaway hicetnunc HEX htafc Hawkeye ipadgen9 KoemanOUT Kabul LoveIsland MetGala MUFC,1,0,negative
Im afraid images like this are going to become all too common in the coming months reminding me too much of SmallWorldNews work on Alive in Baghdad 16 years ago Please follow AliveinAfg for regular updates on daily life in Kabul and eventually the rest of Afghanistan,2,2,negative
Image of US made MRAPs MineResistant Ambush Protected being sent to Pakistan It is being suggested that these are the ones that were deliberately damaged by US soldiers now being sent to be fixed in Pakistan Afghanistan Kabul Panjshir Resistance,2,2,negative
Images of villagers of Panjshir outlying districts who fled their homes to escape the Taliban now hiding in the mountains Some have not had food for days as the Taliban have confiscated what they had and killed all their livestock Resistance Kabul Afghanistan Warcrimes,1,0,negative
ImamMahdi is staying in East Khorasan He is Muhammad Qasim Everybody should read hiss dreams Quran drzakiranaik AppleEvent Haqqani Pakistan Afghanistan Taliban Kashmir Kabul,1,0,negative
ImamRezaEN ImamMahdi is staying in East Khorasan He is Muhammad Qasim Everybody should read hiss dreams Quran drzakiranaik AppleEvent BridgeLinx iPhone 13 Afghanistan Taliban Kashmir Kabul,1,0,negative
Imran Kahn PM tries to justify the use of Pakistan military in PanjshirValley and ISI interference in makeup of Taliban government Afghanistan saying he feared bloodshed Which is what he caused Kabul Herat Kandahar Biden Tajikistan India,1,0,negative
ImranKhanPTI so called Pashtun does not know about Haqqani Pashtun tribe worst man selected by selectors Mulk ko tabah Kar ke chode ga Keep going Niazi ImranKhan Haqqani Kabul,1,0,negative
In Dushanbe PM ImranKhanPTI met for the first time with Irans new President Raisi and encouraged him to seize the opportunity to help in ending the war in Afghanistan in a delicate attempt to overcome Tehrans recent criticism of alleged Pak military role in Kabul 1,1,0,negative
In Kabul the Taliban have turned the office of the Ministry of womens Affairs into an office of invitation and guidance The name of this ministry for the implementation of Islamic laws and teachings means enjoining good and forbidding evil,3,1,negative
In Kabuls PuleCharkhi prison  where most prisoners were freed when the Taliban entered Kabul a month ago  those who were once inmates now guard the facility,2,1,negative
In Touch With All Concerned India On Reports Of Kidnapping Of An Indian In Kabul TheWatchdogNews Afganisthan,1,0,negative
In Touch With All Concerned Will Continue To Monitor Situation MEA On Indian Reportedly Kidnapped In Kabul Know more,1,0,negative
In US drone strike evidence suggests no ISIS bomb Kabul Afghanistan,2,0,negative
In contrast to previous years only a tiny Ashura procession was taken out to the streets in Kabul whilst the rest remained indoors Mostly due to selfcensorship for fear of reprisals from Taliban Hazara,1,0,negative
In fact more than 2000 Taliban were killed in the capture of Panjshir Propaganda by Pakistan Taliban is on the rise They are trying to project that they have control of Afghanistan Resistance increases Kabul Uruzgan Samangan Ghor Jalalabad Kandahar Khost,2,0,negative
In his 1st interview since fall of Kabul US envoy Khalilzad US4AfghanPeace suggests Taliban was willing to allow US to retain security responsibility for Afghan capital even after Ghani fled but DC said no thanks He spoke to FTs KatrinaManson,1,1,negative
In his first media interview postfall of Kabul Pakistan Prime Minister Imran Khan made an impatient plea for international aid and help for the Taliban Pakistan Afghanistan Taliban USA Kabul,1,0,negative
In the last 24hrs the Taliban were attacked in Paryan Rukhah Anaba districts in Panjshir Afghanistan Kabul Resistance NRF Talibans,1,0,negative
